customer_tweet_id,brand_tweet_id,customer_author_id,brand_author_id,created_at,customer_message,brand_reply,ground_truth_intent
1000038,1000039,User_89818,AmazonHelp,2026-08-07T04:23:00Z,Item arrived severely damaged during transit. Box was ripped open.,We apologize for sending the wrong item! Please send us a DM with your order # and we will arrange a return label and correct dispatch.,missing_damaged_item
1000040,1000041,User_74042,AmazonHelp,2026-08-01T03:59:00Z,Status says refund issued yesterday but it's not showing in my bank account balance yet.,Bank processing times usually take 3-7 business days depending on your financial institution. DM us if you need refund confirmation details.,refund_return_request
1000042,1000043,User_84364,AmazonHelp,2026-08-03T02:46:00Z,I purchased a Kindle ebook but it's not syncing to my Kindle Paperwhite device.,You can manage or cancel your Prime membership anytime via Account > Prime Membership! DM us if you need direct link.,prime_digital_services
1000044,1000045,User_26828,AmazonHelp,2026-08-22T15:35:00Z,When will the Echo Dot 5th Gen in Charcoal be back in stock?,We update inventory daily! DM us the product title or link and we can check estimated fulfillment center restock windows.,product_stock_inquiry
1000046,1000047,User_37760,AmazonHelp,2026-08-18T23:44:00Z,I was charged a restocking fee on my return even though the item was defective. Can this be refunded?,Bank processing times usually take 3-7 business days depending on your financial institution. DM us if you need refund confirmation details.,refund_return_request
1000048,1000049,User_67422,AmazonHelp,2026-08-17T14:07:00Z,Cancel my order please. I no longer need this item.,"Once an order is placed, items cannot be added, but you can place a new order! Send a DM if you need help grouping shipments.",cancellation_order_change
1000050,1000051,User_87110,AmazonHelp,2026-08-18T07:37:00Z,Please cancel order #112-8849102 immediately! I ordered by mistake.,"If your order hasn't entered the dispatch process, address changes can be made under Your Orders! DM us your order # to check immediately.",cancellation_order_change
1000052,1000053,User_40007,AmazonHelp,2026-08-03T01:55:00Z,I accidentally placed an order to my old address! Can I change the shipping address before it ships?,"If your order hasn't entered the dispatch process, address changes can be made under Your Orders! DM us your order # to check immediately.",cancellation_order_change
1000054,1000055,User_97684,AmazonHelp,2026-08-16T06:34:00Z,Prime Video is giving error code 5004 whenever I try to stream on my Smart TV.,We recommend reinstalling the app and updating iOS. DM us if you're still experiencing crashes!,prime_digital_services
1000056,1000057,User_41850,AmazonHelp,2026-08-26T15:51:00Z,Where can I find the QR code for Kohl's return drop-off?,Bank processing times usually take 3-7 business days depending on your financial institution. DM us if you need refund confirmation details.,refund_return_request
1000058,1000059,User_56438,AmazonHelp,2026-08-14T13:29:00Z,Received a suspicious email claiming my Amazon account was suspended. Is this real?,Account access issues can be frustrating! Please DM us your registered email address so we can initiate account recovery verification.,account_login_security
1000060,1000061,User_17944,AmazonHelp,2026-08-13T23:21:00Z,Order 114-0029411-94821 missed delivery window today. I needed this for an event tonight!,Sorry for missing your delivery window! DM us your order number so we can check on-time guarantee options for you.,shipping_delivery_status
1000062,1000063,User_68800,AmazonHelp,2026-08-05T13:11:00Z,My package arrived today but the product box was crushed and the item inside is completely broken.,Apologies for the damaged shipment! Please send us a direct message with your order details and photos so we can issue a full replacement.,missing_damaged_item
1000064,1000065,User_68082,AmazonHelp,2026-08-26T17:06:00Z,Why was I charged an extra promo tax fee on a promotional discount order?,Sorry to hear your gift card wasn't applied! Send a direct message with your order ID so we can adjust the billing allocation.,billing_payment_issue
1000066,1000067,User_22224,AmazonHelp,2026-08-25T07:10:00Z,Order 114-0029411-94821 missed delivery window today. I needed this for an event tonight!,We want to get this sorted out for you! Please send us a private message with your tracking and order ID.,shipping_delivery_status
1000068,1000069,User_17685,AmazonHelp,2026-08-06T12:00:00Z,Someone changed my account password without my permission! Help lock my account.,Security is our priority! Please DM us immediately with your phone number/email so our account security team can secure your account.,account_login_security
1000070,1000071,User_82845,AmazonHelp,2026-08-22T22:31:00Z,How do I change my primary account email address without losing my order history?,Security is our priority! Please DM us immediately with your phone number/email so our account security team can secure your account.,account_login_security
1000072,1000073,User_85914,AmazonHelp,2026-08-24T17:03:00Z,How do I generate a return mailing label for an item that doesn't fit?,Defective returns should not incur restocking fees! Send us a DM with your order ID so we can credit that fee back to you.,refund_return_request
1000074,1000075,User_75909,AmazonHelp,2026-08-28T16:10:00Z,Prime Video is giving error code 5004 whenever I try to stream on my Smart TV.,"Sorry for the error! Please try restarting the Prime Video app or your TV. If issue persists, DM us your device model.",prime_digital_services
1000076,1000077,User_18981,AmazonHelp,2026-08-20T02:43:00Z,Tracking #TBA940294021 has no updates for 3 days. Is my package lost?,We're sorry to hear your package is delayed! Please send us a DM with your order number so we can investigate with the carrier.,shipping_delivery_status
1000078,1000079,User_85880,AmazonHelp,2026-08-20T01:39:00Z,Tried to click cancel order button on website but it says shipping process already started. Can you stop it?,"If your order hasn't entered the dispatch process, address changes can be made under Your Orders! DM us your order # to check immediately.",cancellation_order_change
1000080,1000081,User_51467,AmazonHelp,2026-08-09T06:42:00Z,The glass bottle inside my Amazon parcel leaked all over the rest of the contents.,Apologies for the package damage. Send us a direct message with your order number so our team can assist you.,missing_damaged_item
1000082,1000083,User_98039,AmazonHelp,2026-08-21T09:29:00Z,How do I cancel my Amazon Prime membership auto-renewal before next month?,Try going to Settings > Sync My Kindle on your Paperwhite. DM us your registered email if the book doesn't appear!,prime_digital_services
1000084,1000085,User_19602,AmazonHelp,2026-08-18T06:32:00Z,Prime Video is giving error code 5004 whenever I try to stream on my Smart TV.,"Sorry for the error! Please try restarting the Prime Video app or your TV. If issue persists, DM us your device model.",prime_digital_services
1000086,1000087,User_58434,AmazonHelp,2026-08-10T05:28:00Z,My gift card balance was not applied to my purchase and my debit card was charged full amount.,Payment failure notifications can occur due to bank authorization holds. DM us your details so we can check payment status safely.,billing_payment_issue
1000088,1000089,User_11025,AmazonHelp,2026-08-22T17:19:00Z,Testing message please ignore,We hold our customer service to high standards and apologize for your experience. Please DM us your phone/email so we can report this.,other_unclear
1000090,1000091,User_82512,AmazonHelp,2026-08-05T08:18:00Z,My package arrived today but the product box was crushed and the item inside is completely broken.,We apologize for sending the wrong item! Please send us a DM with your order # and we will arrange a return label and correct dispatch.,missing_damaged_item
1000092,1000093,User_76244,AmazonHelp,2026-08-16T08:57:00Z,Cancel my order please. I no longer need this item.,"Once an order is placed, items cannot be added, but you can place a new order! Send a DM if you need help grouping shipments.",cancellation_order_change
1000094,1000095,User_15778,AmazonHelp,2026-08-01T10:49:00Z,My package #533-5641923 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,Sorry for missing your delivery window! DM us your order number so we can check on-time guarantee options for you.,shipping_delivery_status
1000096,1000097,User_82309,AmazonHelp,2026-08-23T13:35:00Z,Where can I find the QR code for Kohl's return drop-off?,Defective returns should not incur restocking fees! Send us a DM with your order ID so we can credit that fee back to you.,refund_return_request
1000098,1000099,User_81511,AmazonHelp,2026-08-02T11:37:00Z,My package #807-3500715 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,We're sorry to hear your package is delayed! Please send us a DM with your order number so we can investigate with the carrier.,shipping_delivery_status
1000100,1000101,User_50404,AmazonHelp,2026-08-12T01:57:00Z,Jeff Bezos fix your app page layout it looks terrible now.,Hi there! We're here and ready to help. Please DM us with any questions or order issues you're experiencing!,other_unclear
1000102,1000103,User_56357,AmazonHelp,2026-08-25T17:56:00Z,How do I cancel my Amazon Prime membership auto-renewal before next month?,Yes! You can create an Amazon Household to share Prime benefits. Send us a DM and we'll send you setup instructions.,prime_digital_services
1000104,1000105,User_31299,AmazonHelp,2026-08-26T05:56:00Z,2-step verification code prompt keeps looping back to login screen.,Account recovery requires identity verification for your security. Send us a DM so we can guide you through phone update protocol.,account_login_security
1000106,1000107,User_63964,AmazonHelp,2026-08-26T21:55:00Z,I'm locked out of my Amazon account and not receiving the 2FA OTP code on my mobile phone.,Please do not click links in suspicious emails! Forward spoofed emails to stop-spoofing.com and DM us if account details were entered.,account_login_security
1000108,1000109,User_60140,AmazonHelp,2026-08-28T01:54:00Z,Can I add another item to my order that hasn't shipped yet to save on delivery?,We can attempt to cancel this for you! Please send us a direct message with your order number as soon as possible.,cancellation_order_change
1000110,1000111,User_55830,AmazonHelp,2026-08-10T07:14:00Z,Is there a price match policy if an item I bought 2 days ago went on sale today?,"While we don't offer post-purchase price matching, DM us your order # and we can review return/re-order options for you!",product_stock_inquiry
1000112,1000113,User_46517,AmazonHelp,2026-08-28T02:49:00Z,Order 114-0029411-94821 missed delivery window today. I needed this for an event tonight!,Thanks for reaching out! Please send us a direct message with your order ID and address so we can locate your shipment.,shipping_delivery_status
1000114,1000115,User_99065,AmazonHelp,2026-08-27T17:21:00Z,"Received an email saying payment failed for my auto-renew, but my card details are correct.",We take unauthorized charges seriously! Please send us a DM with the charge date and amount so we can investigate your account.,billing_payment_issue
1000116,1000117,User_15014,AmazonHelp,2026-08-04T19:27:00Z,My package #282-5453786 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,We understand your concern regarding the missing delivery. Please DM us your order details and we'll process a replacement or investigation right away.,shipping_delivery_status
1000118,1000119,User_25157,AmazonHelp,2026-08-13T18:12:00Z,Can I share my Prime shipping benefits with a family member in household?,Try going to Settings > Sync My Kindle on your Paperwhite. DM us your registered email if the book doesn't appear!,prime_digital_services
1000120,1000121,User_78146,AmazonHelp,2026-08-26T17:43:00Z,I see a double charge of $49.99 on my credit card statement from Amazon. Please refund!,We take unauthorized charges seriously! Please send us a DM with the charge date and amount so we can investigate your account.,billing_payment_issue
1000122,1000123,User_91678,AmazonHelp,2026-08-11T21:54:00Z,Can I add another item to my order that hasn't shipped yet to save on delivery?,"If the order is already in final dispatch, we may not be able to stop it, but you can refuse delivery or initiate a return! DM us details.",cancellation_order_change
1000124,1000125,User_97410,AmazonHelp,2026-08-14T10:25:00Z,Item arrived severely damaged during transit. Box was ripped open.,We apologize for sending the wrong item! Please send us a DM with your order # and we will arrange a return label and correct dispatch.,missing_damaged_item
1000126,1000127,User_97153,AmazonHelp,2026-08-13T21:47:00Z,Payment declined error when checking out with my Visa credit card.,Sorry to hear your gift card wasn't applied! Send a direct message with your order ID so we can adjust the billing allocation.,billing_payment_issue
1000128,1000129,User_81819,AmazonHelp,2026-08-27T00:19:00Z,Status says refund issued yesterday but it's not showing in my bank account balance yet.,Bank processing times usually take 3-7 business days depending on your financial institution. DM us if you need refund confirmation details.,refund_return_request
1000130,1000131,User_70946,AmazonHelp,2026-08-15T14:43:00Z,My gift card balance was not applied to my purchase and my debit card was charged full amount.,Taxes are calculated based on item delivery location regulations. DM us your order summary so we can review the invoice breakout.,billing_payment_issue
1000132,1000133,User_96356,AmazonHelp,2026-08-03T09:32:00Z,Need to change payment method on my recent order before it gets dispatched.,"If the order is already in final dispatch, we may not be able to stop it, but you can refuse delivery or initiate a return! DM us details.",cancellation_order_change
1000134,1000135,User_39444,AmazonHelp,2026-08-26T06:09:00Z,Prime Video is giving error code 5004 whenever I try to stream on my Smart TV.,You can manage or cancel your Prime membership anytime via Account > Prime Membership! DM us if you need direct link.,prime_digital_services
1000136,1000137,User_69692,AmazonHelp,2026-08-14T20:36:00Z,My package #586-2221854 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,Thanks for reaching out! Please send us a direct message with your order ID and address so we can locate your shipment.,shipping_delivery_status
1000138,1000139,User_62383,AmazonHelp,2026-08-08T04:41:00Z,Cancel my order please. I no longer need this item.,Please DM us your order ID right away so we can submit a cancellation request to the fulfillment center.,cancellation_order_change
1000140,1000141,User_77889,AmazonHelp,2026-08-15T01:35:00Z,My package #324-3950888 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,Apologies for the updated delivery estimate. DM us your account email and order # so we can review carrier logistics for you.,shipping_delivery_status
1000142,1000143,User_97500,AmazonHelp,2026-08-17T17:38:00Z,I accidentally placed an order to my old address! Can I change the shipping address before it ships?,"If the order is already in final dispatch, we may not be able to stop it, but you can refuse delivery or initiate a return! DM us details.",cancellation_order_change
1000144,1000145,User_65933,AmazonHelp,2026-08-27T17:28:00Z,Why am I being asked to pay extra for a movie on Prime Video when I have an active Prime subscription?,We recommend reinstalling the app and updating iOS. DM us if you're still experiencing crashes!,prime_digital_services
1000146,1000147,User_42406,AmazonHelp,2026-08-27T20:17:00Z,Where can I find the QR code for Kohl's return drop-off?,Most items in new/opened condition can be returned within 30 days. Send us a direct message with your order number for specifics.,refund_return_request
1000148,1000149,User_67654,AmazonHelp,2026-08-03T22:18:00Z,Hello is anyone there working right now???,Hello! Let us know if you need assistance with an Amazon order or service.,other_unclear
1000150,1000151,User_28136,AmazonHelp,2026-08-05T07:24:00Z,Can I add another item to my order that hasn't shipped yet to save on delivery?,"Once an order is placed, items cannot be added, but you can place a new order! Send a DM if you need help grouping shipments.",cancellation_order_change
1000152,1000153,User_63424,AmazonHelp,2026-08-11T17:29:00Z,Where can I find the QR code for Kohl's return drop-off?,You can easily print a return label by visiting Your Orders > Return or Replace Items! DM us if you need step-by-step guidance.,refund_return_request
1000154,1000155,User_61049,AmazonHelp,2026-08-25T18:44:00Z,I'm locked out of my Amazon account and not receiving the 2FA OTP code on my mobile phone.,Please do not click links in suspicious emails! Forward spoofed emails to stop-spoofing.com and DM us if account details were entered.,account_login_security
1000156,1000157,User_56105,AmazonHelp,2026-08-10T12:54:00Z,Tracking #TBA940294021 has no updates for 3 days. Is my package lost?,Apologies for the updated delivery estimate. DM us your account email and order # so we can review carrier logistics for you.,shipping_delivery_status
1000158,1000159,User_73993,AmazonHelp,2026-08-08T08:27:00Z,2-step verification code prompt keeps looping back to login screen.,Account recovery requires identity verification for your security. Send us a DM so we can guide you through phone update protocol.,account_login_security
1000160,1000161,User_31632,AmazonHelp,2026-08-27T14:58:00Z,When will the Echo Dot 5th Gen in Charcoal be back in stock?,Compatibility information is listed under Product Specifications! DM us the product link and we'll check hardware specs for you.,product_stock_inquiry
1000162,1000163,User_87580,AmazonHelp,2026-08-19T21:01:00Z,Status says refund issued yesterday but it's not showing in my bank account balance yet.,Bank processing times usually take 3-7 business days depending on your financial institution. DM us if you need refund confirmation details.,refund_return_request
1000164,1000165,User_33819,AmazonHelp,2026-08-02T08:24:00Z,Item arrived severely damaged during transit. Box was ripped open.,So sorry about the spilled item! Please message us privately with your order ID and we'll arrange a refund or replacement for damaged items.,missing_damaged_item
1000166,1000167,User_59692,AmazonHelp,2026-08-09T13:16:00Z,How do I cancel my Amazon Prime membership auto-renewal before next month?,Certain titles on Prime Video are offered by third-party channels or rentals. DM us the title name so we can verify license access.,prime_digital_services
1000168,1000169,User_55870,AmazonHelp,2026-08-08T20:04:00Z,The glass bottle inside my Amazon parcel leaked all over the rest of the contents.,Oh no! We're so sorry to hear an item was missing from your delivery. Please DM us your order number so we can send a replacement.,missing_damaged_item
1000170,1000171,User_91439,AmazonHelp,2026-08-05T07:08:00Z,My package #304-1341919 was supposed to arrive yesterday but tracking shows stuck in transit since Monday. Help!,Thanks for reaching out! Please send us a direct message with your order ID and address so we can locate your shipment.,shipping_delivery_status
1000172,1000173,User_70952,AmazonHelp,2026-08-23T08:49:00Z,Is this product sold directly by Amazon or a third-party seller?,"Restock dates vary by supplier! You can click 'Notify Me' on the product page, or DM us the ASIN link so we can check availability.",product_stock_inquiry
1000174,1000175,User_31465,AmazonHelp,2026-08-10T03:37:00Z,How do I cancel my Amazon Prime membership auto-renewal before next month?,We recommend reinstalling the app and updating iOS. DM us if you're still experiencing crashes!,prime_digital_services
1000176,1000177,User_61990,AmazonHelp,2026-08-23T06:04:00Z,Carrier says delivered to front porch but I checked my doorstep and nothing is there! Order #793-7296605.,We want to get this sorted out for you! Please send us a private message with your tracking and order ID.,shipping_delivery_status
1000178,1000179,User_99687,AmazonHelp,2026-08-20T03:50:00Z,I accidentally placed an order to my old address! Can I change the shipping address before it ships?,Please DM us your order ID right away so we can submit a cancellation request to the fulfillment center.,cancellation_order_change
1000180,1000181,User_19038,AmazonHelp,2026-08-17T20:21:00Z,Carrier says delivered to front porch but I checked my doorstep and nothing is there! Order #538-7217147.,We want to get this sorted out for you! Please send us a private message with your tracking and order ID.,shipping_delivery_status
1000182,1000183,User_57472,AmazonHelp,2026-08-21T14:45:00Z,Can someone check why my delivery date got pushed back by 4 days without any notification?,Apologies for the updated delivery estimate. DM us your account email and order # so we can review carrier logistics for you.,shipping_delivery_status
1000184,1000185,User_95256,AmazonHelp,2026-08-09T19:51:00Z,Can I return an opened item within the 30-day return window for a full refund?,You can easily print a return label by visiting Your Orders > Return or Replace Items! DM us if you need step-by-step guidance.,refund_return_request
1000186,1000187,User_52245,AmazonHelp,2026-08-28T07:53:00Z,Hello is anyone there working right now???,Hi there! We're here and ready to help. Please DM us with any questions or order issues you're experiencing!,other_unclear
1000188,1000189,User_84691,AmazonHelp,2026-08-20T21:24:00Z,I received the wrong item in my package! I ordered a ceramic mug but got a pair of socks instead.,So sorry about the spilled item! Please message us privately with your order ID and we'll arrange a refund or replacement for damaged items.,missing_damaged_item
1000190,1000191,User_33834,AmazonHelp,2026-08-16T06:22:00Z,Prime Video is giving error code 5004 whenever I try to stream on my Smart TV.,Certain titles on Prime Video are offered by third-party channels or rentals. DM us the title name so we can verify license access.,prime_digital_services
1000192,1000193,User_82848,AmazonHelp,2026-08-01T16:12:00Z,"Received an email saying payment failed for my auto-renew, but my card details are correct.",Payment failure notifications can occur due to bank authorization holds. DM us your details so we can check payment status safely.,billing_payment_issue
1000194,1000195,User_82768,AmazonHelp,2026-08-25T07:44:00Z,My package arrived today but the product box was crushed and the item inside is completely broken.,Apologies for the package damage. Send us a direct message with your order number so our team can assist you.,missing_damaged_item
1000196,1000197,User_12260,AmazonHelp,2026-08-03T09:14:00Z,Is this product sold directly by Amazon or a third-party seller?,You can view seller information right under 'Ships from and Sold by' on product page. DM us if you have seller questions!,product_stock_inquiry
1000198,1000199,User_72031,AmazonHelp,2026-08-18T16:22:00Z,Can't sign in to my account because my old phone number is no longer active.,Please do not click links in suspicious emails! Forward spoofed emails to stop-spoofing.com and DM us if account details were entered.,account_login_security
1000200,1000201,User_69473,AmazonHelp,2026-08-09T09:16:00Z,Can't sign in to my account because my old phone number is no longer active.,Try clearing browser cookies/cache or using a different browser. DM us if the 2FA loop continues!,account_login_security
1000202,1000203,User_25670,AmazonHelp,2026-08-24T17:48:00Z,I accidentally placed an order to my old address! Can I change the shipping address before it ships?,Please DM us your order ID right away so we can submit a cancellation request to the fulfillment center.,cancellation_order_change
1000204,1000205,User_46241,AmazonHelp,2026-08-24T18:48:00Z,How do I generate a return mailing label for an item that doesn't fit?,You can easily print a return label by visiting Your Orders > Return or Replace Items! DM us if you need step-by-step guidance.,refund_return_request
1000206,1000207,User_48829,AmazonHelp,2026-08-08T11:11:00Z,Why is everything so expensive nowadays?,We hold our customer service to high standards and apologize for your experience. Please DM us your phone/email so we can report this.,other_unclear
1000208,1000209,User_45954,AmazonHelp,2026-08-02T01:35:00Z,I see a double charge of $49.99 on my credit card statement from Amazon. Please refund!,We take unauthorized charges seriously! Please send us a DM with the charge date and amount so we can investigate your account.,billing_payment_issue
1000210,1000211,User_23446,AmazonHelp,2026-08-28T00:36:00Z,I was charged for a subscription I never signed up for.,Sorry to hear your gift card wasn't applied! Send a direct message with your order ID so we can adjust the billing allocation.,billing_payment_issue
1000212,1000213,User_34164,AmazonHelp,2026-08-02T08:55:00Z,Why was I charged an extra promo tax fee on a promotional discount order?,Taxes are calculated based on item delivery location regulations. DM us your order summary so we can review the invoice breakout.,billing_payment_issue
1000214,1000215,User_19710,AmazonHelp,2026-08-19T20:43:00Z,When will the Echo Dot 5th Gen in Charcoal be back in stock?,"Restock dates vary by supplier! You can click 'Notify Me' on the product page, or DM us the ASIN link so we can check availability.",product_stock_inquiry
1000216,1000217,User_21164,AmazonHelp,2026-08-08T03:35:00Z,Where is my order? It was scheduled for prime 1-day delivery but still has not shipped.,Thanks for reaching out! Please send us a direct message with your order ID and address so we can locate your shipment.,shipping_delivery_status
1000218,1000219,User_78494,AmazonHelp,2026-08-13T14:58:00Z,2-step verification code prompt keeps looping back to login screen.,Try clearing browser cookies/cache or using a different browser. DM us if the 2FA loop continues!,account_login_security
1000220,1000221,User_84531,AmazonHelp,2026-08-20T01:39:00Z,Does this seller provide manufacturer warranty in the USA for this laptop?,We update inventory daily! DM us the product title or link and we can check estimated fulfillment center restock windows.,product_stock_inquiry
1000222,1000223,User_96563,AmazonHelp,2026-08-03T05:15:00Z,My package arrived today but the product box was crushed and the item inside is completely broken.,Apologies for the package damage. Send us a direct message with your order number so our team can assist you.,missing_damaged_item
1000224,1000225,User_63545,AmazonHelp,2026-08-15T22:38:00Z,Status says refund issued yesterday but it's not showing in my bank account balance yet.,Returns usually take 3-5 business days to process once received. DM us your return tracking # and order ID so we can verify status.,refund_return_request
1000226,1000227,User_47056,AmazonHelp,2026-08-23T14:04:00Z,Does this seller provide manufacturer warranty in the USA for this laptop?,"Restock dates vary by supplier! You can click 'Notify Me' on the product page, or DM us the ASIN link so we can check availability.",product_stock_inquiry
1000228,1000229,User_65723,AmazonHelp,2026-08-04T17:14:00Z,Can I add another item to my order that hasn't shipped yet to save on delivery?,Please DM us your order ID right away so we can submit a cancellation request to the fulfillment center.,cancellation_order_change
1000230,1000231,User_31747,AmazonHelp,2026-08-26T09:38:00Z,I was charged a restocking fee on my return even though the item was defective. Can this be refunded?,You can easily print a return label by visiting Your Orders > Return or Replace Items! DM us if you need step-by-step guidance.,refund_return_request
1000232,1000233,User_62757,AmazonHelp,2026-08-09T16:34:00Z,Why was I charged an extra promo tax fee on a promotional discount order?,We apologize for the duplicate charge concern! Please send us a DM with your account email so we can audit billing records.,billing_payment_issue
1000234,1000235,User_66626,AmazonHelp,2026-08-24T10:38:00Z,Are these wireless earbuds compatible with PlayStation 5 console?,"Restock dates vary by supplier! You can click 'Notify Me' on the product page, or DM us the ASIN link so we can check availability.",product_stock_inquiry
1000236,1000237,User_98117,AmazonHelp,2026-08-27T08:36:00Z,I see a double charge of $49.99 on my credit card statement from Amazon. Please refund!,We apologize for the duplicate charge concern! Please send us a DM with your account email so we can audit billing records.,billing_payment_issue
1000238,1000239,User_46458,AmazonHelp,2026-08-06T18:27:00Z,Where is my order? It was scheduled for prime 1-day delivery but still has not shipped.,Apologies for the updated delivery estimate. DM us your account email and order # so we can review carrier logistics for you.,shipping_delivery_status
1000240,1000241,User_53687,AmazonHelp,2026-08-11T21:06:00Z,When will the Echo Dot 5th Gen in Charcoal be back in stock?,Compatibility information is listed under Product Specifications! DM us the product link and we'll check hardware specs for you.,product_stock_inquiry
1000242,1000243,User_47777,AmazonHelp,2026-08-22T12:52:00Z,I was charged a restocking fee on my return even though the item was defective. Can this be refunded?,Most items in new/opened condition can be returned within 30 days. Send us a direct message with your order number for specifics.,refund_return_request
1000244,1000245,User_43082,AmazonHelp,2026-08-11T03:49:00Z,Amazon service has gone completely downhill over the last few years! Very disappointed.,Hi there! We're here and ready to help. Please DM us with any questions or order issues you're experiencing!,other_unclear
1000246,1000247,User_64165,AmazonHelp,2026-08-02T06:33:00Z,2-step verification code prompt keeps looping back to login screen.,Account access issues can be frustrating! Please DM us your registered email address so we can initiate account recovery verification.,account_login_security
1000248,1000249,User_16764,AmazonHelp,2026-08-07T08:35:00Z,Amazon Music Unlimited app keeps crashing on iOS after latest update.,Certain titles on Prime Video are offered by third-party channels or rentals. DM us the title name so we can verify license access.,prime_digital_services
1000250,1000251,User_25915,AmazonHelp,2026-08-01T20:38:00Z,I was charged a restocking fee on my return even though the item was defective. Can this be refunded?,Most items in new/opened condition can be returned within 30 days. Send us a direct message with your order number for specifics.,refund_return_request
